id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbO0bL6SwN4GixdZcnF,Avcı Usulü Tavuk Tarifi,Tavuk,tavuk baget;zeytinyağı;biberiye;tuz;taze çekilmiş tane karabiber;tereyağı;orta boy kuru soğan;sarımsak;büyük boy domates;domates püresi;orta boy yeşil biber;kestane mantarı;sıcak su;maydanoz;tuz;taze çekilmiş tane karabiber;,"1.) Bol suda yıkayıp, kağıt havlu ile üzerlerini kuruladığınız tavuk bagetleri derin bir tabağa alın. Tuz, taze çekilmiş tane karabiber ve biberiye ile harmanlayın.
2.) Sos yapımında kullanacağınız kuru soğanı, ince piyazlık şeklinde doğrayın. Sarımsağı küçük parçalar halinde kesin. Ortadan ikiye kesip, çekirdeklerini çıkardığınız yeşil biberleri yarım ay şeklinde doğrayın.
3.) Kabuğunu soyduğunuz domatesleri küp şeklinde kesin. Üzerini nemli bir bezle sildiğiniz kestane mantarlarını ince ince doğrayın. Maydanozu incecik kıyın.
4.) Zeytinyağını döküm bir tavada kızdırın. Çeşnilendirdiğiniz bagetleri, yüksek ateşte aralarda ters çevirerek kızartın.
5.) Kızaran bagetleri geniş bir servis tabağına alın. Aynı tavada tereyağını eritin. Küçük parçalar halinde kestiğiniz sarımsak ve piyazlık doğranmış kuru soğanı hafif bir renk alana kadar soteleyin.
6.) Doğranmış yeşil biber ve kestane mantarlarını katıp, soteleme işlemini sürdürün. Küp şeklinde doğranmış domates ve püresini ekledikten sonra sosu yüksek ateşte 5 dakika kadar pişirin.
7.) Sıcak su, doğranmış maydanoz, tuz ve taze çekilmiş tane karabiber ilave ettiğiniz sos tavasına kızarmış bagetleri alın. Sosun lezzetini alması için bagetleri 20 dakika kadar kısık ateşte pişirmeye devam edin.
8.) Domatesli sosunda sebzelerle birlikte pişen bagetleri servis tabağına aldıktan sonra sıcak olarak servis edin. Sevdiklerinizle paylaşın.
","Kuru soğan, domates, kuru baharatlar ve arzuya göre sosuna katılan beyaz şarap ile hazırlanan avcı usulü tavuk, İtalyan mutfağının gözde tariflerinden.",enerji verir
-MbO0bbgImPwjIRynnIC,Cordon Bleu Tarifi,Tavuk,fileto tavuk göğsü;tuz;taze çekilmiş tane karabiber;kaşar peyniri;dana jambon;yumurta;un;galeta unu;ayçiçek yağı;,"1.) Kemiksiz fileto tavuk göğüslerini temizleyip varsa yağlı kısımlarını alın.
2.) Fileto tavuk göğüslerini keskin bir bıçak yardımıyla orta kısımlarından cep açar gibi kesin.
3.) Tavuk etlerinin iç kısımlarının dolacağını unutmayın bu nedenle uç kısımlarını tamamen kesmemeye yani tavukları iki eşit parçaya bölmemeye dikkat edin.
4.) Bir et döveceği yardımıyla hafifçe döverek inceltip, tuz ve taze çekilmiş tane karabiberle çeşnilendirdiğiniz tavuk göğüslerinin orta kısımlarına birer dilim kaşar peyniri yerleştirin.
5.) Sırasıyla; bir dilim jambon ve tekrar birer dilim kaşar peyniri yerleştirdiğiniz tavukların kenar kısımlarını et döveceğiyle döverek kapatın.
6.) Yumurtaları geniş bir tabakta bir çatal yardımıyla çırpın. Ayrı ayrı tabaklara un ve galeta ununu alın.
7.) Ayçiçek yağını yanmaz yapışmaz tabanlı bir tavada kızdırın.
8.) Sırasıyla iki taraflı; un, çırpılmış yumurta sarısı ve son olarak galeta ununa buladığınız tavukları kızgın yağda arkalı önlü ters çevirerek kızartın.
9.) Kızartma işleminin sıcaklığıyla içlerindeki kaşar peyniri eriyen tavukları, servis tabaklarına alın. Dilimledikten sonra sıcak olarak sevdiklerinizle paylaşın.
","Şnitzelin gurme hali; içi jambon, kaşar peyniri dilimleriyle doldurumuş cordon bleu (kordon blö) Fransa'da genellikle dana etiyle hazırlanan bir ana yemek.",enerji verir
-MbO0bibWOdmHgHeYtiq,Çak Çak Tatlısı Tarifi,Tatlı,yumurta;un;kabartma tozu;tuz;bal;toz şeker;nişasta (mısır veya buğday nişastası);sıvı yağ;,"1.) 3 yumurtayı bir kasede çırpın.
2.) Un, kabartma tozu, tuz ve çırpılmış yumurtaları karıştırıp, pürüzsüz bir kıvam elde edene kadar yoğurun.
3.) Hamuru 5 eşit parçaya bölün ve her parçasını yuvarlak şekilde açıp, ortadan ikiye kesin.
4.) Ortadan ikiye böldüğünüz hamurları üst üste koyup şeritler halinde kesin.
5.) Hamurların birbirine yapışmaması için hamurları nişastaya bulayın.
6.) Önceden kızdırdığınız  yağa hamurları atın ve şişip, altın rengine geldiğinde yağdan alın.
7.) Bir sos tavasında bal ve şekeri, şeker eriyip bal renginden iki ton açık hale gelinceye kadar karıştırın ve ocaktan alın.
8.) Kızarttığınız hamurların üzerine bal ve şekerli şerbeti dökün ve karıştırın.
9.) Şekil vermek için dilediğiniz boyuttaki fincanlara hamurları doldurun ve buzdolabında 45 dakika şerbetin donup fincandan kolayca çıkması için bekletin ve servis edin.
","Tatarların tatlı mı tatlı çak çak tatlısını bu zaman kadar duymamış olanlar için, yeni tatlar arayanlar için lezzetli bir tarifimiz var!",mutlu eder
-MbO0btv8fL1TfIyRnh8,Vogue Tatlısı Tarifi,Tatlı,krem şanti;soğuk süt;bebe bisküvisi;muz;granül kahve;ılık süt;çikolata;tereyağı;süt;toz antep fıstığı;,"1.) 1 su bardağı soğuk süt ile 2 paket toz krem şantiyi bir mikser yardımı ile güzelce çırpın ve soğuması için dolaba kaldırın.
2.) 1 su bardağı ılık sütün içine kahveyi koyun ve kahve eriyene dek karıştırın.
3.) Bebe bisküvilerini kahveye batırın ve servis kasesinin tabanına 3 adet bisküvi yerleştirin.
4.) Muzları verev şeklinde dilimleyin.Servis kasesinin iç çeperine muzları dizin.
5.) Üstüne dolapta soğumuş olan krem şantiden bir tepeleme yemek kaşığı dökün ve üstüne tekrar kahveli sütte ıslatılmış 3 adet bisküvi koyun. Üstüne tekrar 1 kaşık krem şanti koyun.
6.) Çikolataları tereyağı ile birlikte benmari usulü eritin ve çikolatalar eridikten sonra içine 2 kaşık süt koyup karıştırarak özdeşleştirin.
7.) Hazırladığınız kaselerin en üstüne birer kaşık çikolatalı karışımdan gezdirin. Üstlerini antep fıstığı ile süsleyin ve servis edin. Afiyetler olsun!
","Hafif ve kolay tatlı tariflerinden biri olan az malzemeli, şık sunumlu en enfes tatlı tariflerinden biri olan vogue tatlısı tarifi ile karşınızdayız.",mutlu eder
-MbO0c-Mryz457Nk6PTL,Bruschetta Tarifi,Atıştırmalık,mozzarella peyniri;sarımsak;zeytinyağı;cherry domates;taze fesleğen;tuz;ekmek;balsamik sirke;,"1.) Domatesleri iri parçalar halinde doğrayın. Mozzarella peynirlerini de domateslerin büyüklüğünde doğrayın.
2.) Fesleğin yapraklarını kıyın. Sarımsakları rendeleyin ve tüm malzemeleri bir kabın içerisine aktarıp üzerine zeytinyağı ve tuz ilave edin.
3.) Güzelce karıştırdıktan sonra ekmeklerin üzerine pay edin. Üzerlerine balzamik sirke gezdirerek servis edin. Afiyet olsun.
",Az malzemeyle hazırlayabileceğiniz en güzel atıştırmalık tarif olur kendisi. Karşınızda İtalya'dan gelen enfes bruschetta tarifimiz. Afiyet olsun.,enerji verir
-MbO0c7l8HYHgNWVEonj,Biryani Tarifi,Pilav,tereyağı;havuç;basmati veya yasmin pirinci;safran (ya da aspir);süt;karanfil;çubuk tarçın;defne yaprağı;tuz;kemiksiz tavuk kalça;yoğurt;süzme yoğurt;zeytinyağı;zencefil;ezilmiş sarımsak;ezilmiş kakule;toz kişniş;kimyon;taze çekilmiş karabiber;toz kırmızı biber;tuz;,"1.) Önce tavuğu marine ederek işe başlayın. Tavuğu ve tüm marinasyon malzemelerini derin bir kabın içerisine aktarın.
2.) Güzelce karıştırarak tüm malzemelerin bütünleşmesini sağlayın. Üzerini streç filmle örtün ve en az 1 saat buzdolabında dinlendirin.
3.) Pirinçleri güzelce yıkayın ve fazla sularını süzdürün.
4.) Orta boyutlarda bir tencerenin içerisine pirinçleri aktarın. Üzerine çubuk tarçın, karanfil, defne yaprağı koyun.
5.) Malzemeleri 1 parmak geçecek kadar su ilave edin.
6.) Kısık ateşte pirinçler çok hafif yumuşayana kadar pişirin. Bu işlemde çok hafif yumuşamaları yeterli olacaktır. Daha fazla pişirirseniz pilavın kıvamı dilediğiniz gibi olmayacaktır.
7.) Pirinçler hafif yumuşadığında ocaktan alın ve fazla sularını süzdürün. Kenarda dinlendirin.
8.) Sütü bir kaseye aktarın ve safranı içine atın.
9.) Başka bir tencerenin içine tereyağını alın, eritin. Rendelenmiş havucu ilave edin, yumuşatın.
10.) Ardından çok kısık ateşteyken marine edilen tavukları alın.
11.) Üzerine sütle birlikte safranı da ilave edin.
12.) Birkaç dakika bu şekilde pişirin. Ardından üzerine pirinçleri, baharat ve tuzu ilave edin.
13.) Tencerenin üzerine bez oturtun ve kapağını kapatarak kısık ateşte pişmeye bırakın.
14.) Ortalama 15-18 dakika kadar sonra ocaktan alın ve dinlendirin.
15.) Ardından güzelce karıştırarak servis edin.
","Alternatif lezzetler arayan damaklara şenlik geldi. Bol baharatlı, tavuklu nefis mi nefis biryani ile tanışın. Afiyetler olsun.",enerji verir
-MbO0cG7uwVg42RSFL3a,Donut Tarifi,Hamur İşi,un;ılık süt;ılık su;toz şeker;yaş maya (42 gram);tuz;tereyağı;yumurta;ayçiçek yağı;pudra şekeri;,"1.) Yaş mayayı derin bir karıştırma kabına alın. Süt ve ılık su ile karıştırarak eritin.
2.) Oda sıcaklığında beklettiğiniz tereyağı, yumurta, tuz ve toz şekeri ekledikten sonra karıştırma işlemini sürdürün.
3.) Unu azar azar ekleyerek tüm malzemeyi toparlayın. Kulak memesi yumuşaklığında açarken sizi yormayacak bir hamur elde edin.
4.) Üzerine nemli bir bez örttüğünüz hamuru, 30 dakika oda sıcaklığında dinlendirin.
5.) Mayalanan hamuru unlanmış mutfak tezgahı üzerinde, bir merdane yardımıyla yaklaşık 1 cm. kalınlığında açın.
6.) Yuvarlak bir kalıp yardımıyla açtığınız hamurdan parçalar çıkartın. Hamur bitene kadar aynı işlemi tekrarlayın.
7.) Şekil verdiğiniz donutları, unlanmış mutfak tezgahı üzerinde, oda ısısında 30 dakika kadar dinlendirin.
8.) Ayçiçek yağını derin bir tencerede kızartın. Son mayalanması da tamamlanan donutları, derin ve kızgın yağda aralarda ters çevirerek kızartın.
9.) Fazla yağını bırakmaları için; kağıt havlu üzerinde kısa bir süre dinlendirdiğiniz puf tatlıları servis tabağına alın.
10.) Üzerlerine pudra şekeri elediğiniz donutları ılık ya da arzuya göre soğuk olarak sevdiklerinizle paylaşın.
","Hazırladığınız mayalı hamurları, derin ve kızgın yağda kızartarak puf puf kabarmış ev yapımı donutlar hazırlayabilir, sevdiklerinizle paylaşabilirsiniz.",nötr
-MbO0cNt7eODWK37Uiu-,Lübnan Usülu Mütebbel Tarifi,Meze,közlenmiş patlıcan;tahin;limonun suyu;sarımsak;zeytinyağı;,"1.) Közlenmiş patlıcanları olabildiğince küçük olacak şekilde doğrayın.
2.) Sarımsakları rendeleyin veya havanda dövüp patlıcanlara ekleyin.
3.) Tahini patlıcanlara ekleyip karıştırın.
4.) Limonların suyunu sıkınve üzerine zeytinyağını ekleyip patlıcanları karışımla birleştirin.
5.) Homojen olacak şekilde karıştırın. Afiyetle yiyin.
",Lübnan usulu mütebbel rakı masana en yakışanlardandır. Tahin ve közlemiş patlıcanın birlikteliğinden doğan bu meze oldukça lezzetlidir.,enerji verir
-MbO0cV7tEi4fuNgO71l,Kuskus Tarifi,Pilav,kuskus;zeytinyağı;tereyağı;orta boy patlıcan;orta boy havuç;orta boy kırmızı biber;cherry domates;toz zerdeçal;tuz;karabiber;maydanoz;,"1.) Uç kısımlarını aldığınız patlıcanın kabuklarını alacalı şekilde soyup minik küpler halinde doğrayın.
2.) Kabuğunu soyduğunuz havucu rendenin kalın tarafıyla rendeleyin ya da patlıcanlarla uyumlu olacak büyüklükte kesin.
3.) Ortadan ikiye kesip çekirdekli kısımlarını aldığınız kırmızı biberleri ve cherry domatesleri küçük parçalar halinde doğrayın.
4.) Zeytinyağını bir tavada kızdırdıktan sonra doğradığınız havuçtan başlayarak sırasıyla eklediğiniz sebzeleri yüksek ateşte soteleyin. Tuz, karabiber ve zerdeçalla tatlandırın.
5.) Büyük bir tencerede bol miktarda su kaynatın, arzuya göre zeytinyağı ve tuz ekleyin.
6.) Kuskusları katıp yumuşayana kadar makarna gibi haşlayın. Suyunu süzdükten sonra tencereye alıp tereyağı ilavesiyle kısa bir süre, kısık ateşte pişirin.
7.) Sote sebzeler ve incecik kıyılmış maydanoz ilavesiyle karıştırdıktan sonra sıcak olarak servis edin.
","Bir pirinç, bulgur ya da makarna değildir. İlk başta aklınıza gelmez belki ama unutulacak ve yabana atılacak bir besin ögesi de değildir kuskus.",nötr
-MbO0ciTE1BpKveqaQgN,Huni Keki Tarifi,Kek,un;süt;yumurta;şeker;limon suyu;kabartma tozu;vanilya;rendelenmiş limon kabuğu;sıvı yağ;pudra şekeri;rendelenmiş limon kabuğu;,"1.) Yumurtaları derin bir kabın içine kırın.
2.) Üzerine şekeri ekleyin. Yumurta ve şekeri çırpma teliyle güzelce çırpın.
3.) Yumurta-şeker karışımına süt, un, kabartma tozu, vanilya ve limon kabuğu rendesini ekleyin ve güzelce karıştırın.
4.) Sıvı yağı derin bir tavada kızdırın.
5.) Akışkan kıvamdaki hamurunuzu bir huniye ya da ucunu bir parça keserek delik açtığınız buzdolabı poşetine koyarak kızgın yağın içerisine dairesel olarak akıtın ve iki tarafını güzelce kızartın.
6.) Hamurları kağıt havlu üzerine alarak fazla yağından arındırın.
7.) Üzerine pudra şekeri ve limon kabuğu rendesi serptiğiniz huni keklerini afiyetle tüketin.
","Yapımı keyif dolu, şekli mutluluk verici huni keki tarifi, un, su ve tuzun en tatlı buluşmalarından biri. Deneyin, afiyetle yiyin.",mutlu eder
-MbO0ct6N3DrPcBg_wqL,Hurmalı Mamül Tarifi,Kurabiye,hurma;tarçın;esmer şeker;un;pudra şekeri;margarin veya tuzsuz tereyağı;mısır nişastası;süt;yumurta;sirke;,"1.) Hurmaları sıcak suda 15-20 dakika bekletin.
2.) İnce kabuklarını soyun ve bıçak yardımıyla çekirdeklerini çıkarın.
3.) Küp küp doğrayın ve ocakta tarçın ve esmer şekerle kaynayana kadar eze eze karıştırın. 1 kahve fincanı su ilave edin ve blender yardımıyla püre haline getirin. Püreyi soğumaya bırakın.
",Hurmalı mamül tarifiyle nefis mi nefis hurmaları püre haline getirip nefis bir iç dolgu hazırlıyoruz. Ağızda dağılan kurabiye hamuruyla sarıyoruz. Nefis.,mutlu eder
-MbO0d3kZ7fsHXY90Iyu,Ballı Rus Pastası Tarifi,Tatlı,esmer şeker;yumurta;tereyağı;bal;karbonat;un;süt kreması;pudra şekeri;vanilya (ya da 1 çay kaşığı vanilya özütü);bal;,"1.) Derin bir kapta şeker ve yumurtaları çırpma teli ile yaklaşık 4 dakika kadar çırpın. Fırını 180 dereceye ayarlayın ve ısınmaya bırakın.
2.) Bir tavada yağı eritin. Yağlar erimeye yakın balı içerisine ekleyin. Karıştırın. Karbonatı ekleyin ve güzelce köpürene kadar karıştırmaya devam edin.
3.) Tavadaki karışımı şekerli karışıma ekleyin ve çırpma teli ile karıştırın.
4.) Unu eleyerek ekleyin ve tahta bir kaşıkla karıştırarak karışımı una yedirin. Elinizle çok fazla yoğurmadan un serili tezgaha alın. Hamur kendini bırakan bir kıvamda olmalı.
5.) Hamuru rulo haline getirin ve 7 ayrı parçaya ayırın. Her bir hamuru merdane ile tezgahta ayrı ayrı açın.
6.) Hamurun üzerine tabak veya kelepçeli kek kabı koyarak yuvarlak bir şekilde kesin. Artan parçaları atmayın bir kenara alın.
7.) Fırın kağıdı serili tepsiye dizin ve her seferinde iki adet olacak şekilde fırında 6 dakika pişirin. Biraz pembeleşince fırından alın.
8.) Pastanın tabanları pişince kalan parçaları da pişirin ve rondodan çekin.
9.) Kremayı derin bir kaseye alın. Yüksek devirde daha sonra düşük devirde çırpın. Koyulaşınca: vanilya, pudra şekeri ve balı ekleyip, çırpma teli ile çırpmadan karıştırın.
10.) Bir kat kek biraz krema olacak şekilde kekleri  üst üste dizin. En üste de kremadan sürüp rondodan geçirdiğiniz toz kekleri üzerine serpin.
11.) Kenarlara da krema sürerek yayın. Toz kekleri etrafına da serpin. Pastayı kısa bir süre dolapta bekletip servis edebilirsiniz. Afiyet olsun.
",Sürekli aynı pastaları yapmaktan sıkıldıysanız ve daha faklı bir pasta tarifi arıyorsanız bu tarifimiz tam size göre. Ballı rus pastası tarifi,mutlu eder
-MbO0dC-onmqfiEl9CCc,Pelmeni Tarifi,Hamur İşi,un;ılık su;yumurta;tuz;dana kıyma;soğan;zeytinyağı;tuz;karabiber;,"1.) İç harcını hazırlayarak işe başlayın. Soğanın kabuğunu soyun ve minik küpler halinde doğrayın.
2.) Bir tavanın içerisine zeytinyağı ve soğanı alın. Soğanlar iyice kavrulduğunda kıymayı ilave edin.
3.) Kıymalarda iyice pişince ocaktan alın. Tuz ve karabiberini ekleyerek bir köşede soğumaya bırakın.
4.) Derin bir kabın içerisine unu alın. Yumurtaları, su ve tuzu ilave ederek iyice yoğurun.
5.) Çok sert olmayan bir hamur elde edin. Elde ettiğiniz bu hamuru beş bezeye bölün.
6.) Bezeleri tek tek ve ince bir biçimde açın. Bir su bardağının yardımıyla açtığınız hamurlardan minik yuvarlaklar elde edin.
7.) Minik yuvarlak hamurların ortasına kıymalı harçtan ilave edin. Yarım ay şeklinde kapatın. Uçlarını aşağıya doğru birleştirerek şekil verin.
8.) Tüm hamurlara bu işlemi uyguladıktan sonra bir tepsiye dizin ve buzdolabında yaklaşık 15 dakika dinlendirin.
9.) Bir tencerenin içerisine su ilave edin ve kaynamasını sağlayın. Kaynayan suyun içine bir miktar tuz ve zeytinyağı ekleyin.
10.) Kevgir yardımıyla pelmenileri suya atın. Yaklaşık 10 dakika kadar pişirin ve kevgir ile sudan çıkarıp bir tabağa alın.
11.) Dilerseniz sos ile ya da sade bir biçimde servis edin. Afiyet olsun.
","Lezzetiyle bildiğimiz mantıyı aratmayan, dünya mutfağının güzel lezzetlerinden pelmeni tarifini bir deneyelim diyoruz bu kez. Buyursunlar.",enerji verir
-MbO0dJMehgLQ12cVts0,Begova Çorbası Tarifi,Çorba,tavuk göğsü;havuç;patates;bamya;defne yaprağı;un;margarin;maydanoz;un;krema;limonun suyu;yumurta;tuz;karabiber;,"1.) Tavuk göğüslerini defne yaprağı ile beraber haşlayın. Haşlandıktan sonra süzdürün ve suyunu çorba için saklayın.
2.) Başka bir tencerede limonlu su ile kurutulmuş bamyaları haşlayın.
3.) Haşlanan tavukları didikleyin.
4.) Çorbayı yapacağınız tencerede margarin ile unu kavurun.
5.) Üzerine tavuk suyu ilave ettikten sonra iyice karıştırın ve kaynamaya bırakın.
6.) Kaynayan tavuk suyuna didiklediğiniz tavukları, havuçları, patatesleri ve haşlayıp süzdürdüğünüz bamyaları ekleyin.
7.) Sebzeler yumuşayıncaya kadar orta ateşte pişirin.
8.) Terbiyesi için bir kapta  krema, yumurta, un, limon su, tuz ve karabiberi çırpın.
9.) Çorbadan 1 kepçe alıp terbiyenin bulunduğu kaba azar azar ilave ederek karıştırın.
10.) Sıcaklığı çorba ile eşitlenen terbiyeyi, çorbaya yavaş yavaş karıştırarak katın.
11.) 5 dakika daha kısık ateşte pişirdiğiniz çorbayı ocaktan alın ve sıcak servis edin.
","Boşnak lezzeti olan begova çorbası soğuk havalarda direncinizi arttıracak, mutfaklarınızın vazgeçilmezi olacak kadar lezzetli ve besleyici!",rahatlatır
